id_buku,judul_buku,id_penulis,id_penerbit,id_kategori,ISBN,tahun_terbit,jumlah_halaman,link_buku,deskripsi
E123037,The Student's Guide to Doing Research on the Internet,PN025,PE020,C123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,372,http://books.google.com/books?id=0ZNHAAAAMAAJ&dq=Bisnis&hl=&source=gbs_api,"Discusses the tools needed to access Internet resources, including Gopher, FTP, browsers for accessing World-Wide Web pages, and WAIS, and includes listings of hundreds of Internet sites that may be used to conduct research in a wide variety of disciplines."
E123038,Internet Resources and Services for International Finance and Investment,PN026,PE021,C123,ISBN tidak tersedia,3/30/2001,564,http://books.google.com/books?id=lDDPAAAAIAAJ&dq=Bisnis&hl=&source=gbs_api,"AIDS has ravaged Africa, South of the Sahara, the epidemic is catastrophic. Every day seventeen hundred South Africans contract HIV, and in Botswana over a third of adults are infected. With the death toll ever increasing, this book explores how governments, charities and families are responding to the next wave of the crisis--millions of orphaned children."
E123039,Petrominer,PN027,PE022,C123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,456,http://books.google.com/books?id=u4wQAQAAMAAJ&dq=Bisnis&hl=&source=gbs_api,Deskripsi tidak tersedia
E123040,The Washington Almanac of International Trade & Business,PN028,PE023,C123,ISBN tidak tersedia,9/25/2017,882,http://books.google.com/books?id=KIgrAQAAMAAJ&dq=Bisnis&hl=&source=gbs_api,Deskripsi tidak tersedia
H123001,Ekonomi dan Bisnis,PN029,PE024,R123,9.79E+12,Tanggal terbit tidak tersedia,194,http://books.google.com/books?id=KSg3DgAAQBAJ&dq=Ekonomi+bisnis&hl=&source=gbs_api,"Perkembangan perekonomian dunia di masa yang akan datang dapat diprediksi akan selalu meningkat yang didukung kemajuan teknologi yang demikian pesat. Buku ini ditujukan untuk mahasiswa agar dapat memperlancar proses belajar mengajar dalam kuliah Ekonomi Bisnis. Buku ini juga bermanfaat bagi organisasi/perusahaan dan masyarakat umum yang memilih jalan kehidupan dalam berbisnis, sehingga dapat lebih cepat dan gamblang dalam memahami tentang konsep-konsep bisnis."
H123002,Ekonomi Bisnis Peternakan,PN030,PE025,R123,9.79E+12,9/23/2012,286,https://play.google.com/store/books/details?id=EiyxDwAAQBAJ&source=gbs_api,"Salah satu kompetensi lulusan sarjana peternakan diharapkan mampu melakukan bisnis peternakan karena kalau hanya mengandalkan menjadi pegawai peluangnya sangat kecil. Dalam usaha bisnis peternakan tidaklah mudah, oleh karena itu perlu mempelajari bagaimana seseorang dapat membuat perencanaan bisnis peternakan sebagai wirausahawan yang dapat menghasilakan pendapatan dan dapat menyerap tenaga kerja. Apa saja yang perlu dipelajari? Misalnya sumber - sumber atau faktor produksi yang dapat digunakan dalam bisnis dan karakteristik bisnis peternkan dalam menghadapi persaingan yang ketat. Dalam menjalankan bisnis peternakan tentu banyak yang mempengaruhi misalnya faktor eksternal atau disebut juga faktor makro meliputi perkembangan politik bangsa negara, sosial, ekonomi, teknologi. Lingkungan industri terutama faktor persaingan yang sangat ketat, selera dan kekuatan konsumen yang selalu dinamis, ketersediaan bahan baku dan substitusinya. Apa bentuk pemilikan bisnis peternakan yang tepat? Hal ini dapt dilakukan mengingat peternak tidak memiliki sumber daya yang kurang mencukupi. Dalam bentuk pemilikan bisnispun di bahas bentuk - bentuk organisasi mulai yang paling sederhana (biasanya peternak atau pebisnis merangkap sebagai manajer) sampai yang bentuk organisasi yang rumit yaitu dalam bentuk matrik. Dalam teori ekonomi, apapun bentuk bisnis pasti memerlukan manjemen yang di dalamnya akan dibahas fungsi manajemen, tingkatan manajemen dan sarana - sarana yang diperlukan dalam majemen. Penggunaan tenaga kerja akan dibahas pada bagian bab manajemen sumber daya manusia, termasuk di dalamnya bagaimana teknik pemberian kompensasi, merekrut tenaga kerja, melatih supaya lebih terampil, dan bagaimana memberhentikan pegawai agar tidak terjadi gejolak. Produk bisnis dapat memberikan keuntungan apabila produk tersebut laku dijual. Hal ini akan dibahas dalam bagian pemasaran. Hal lain yang dibahas dalam pemasaran antara lain bagaimana menentukan harga agar terjangkau oleh konsumen, bagaimana mempromosikan produk yang menarik konsumen, stategi bauran pemasaran untuk meningkatkan penjualan, dan distribusi yang tidak merugikan, konsumen maupun produsen. Semua bisnis pasti mengandung resiko dan resiko itu tidak dapat dihilangkan sama sekali tetapi hanya dapat dialihkan. Begitu juga dalam bisnis peternakan terdapat macam - macam resiko, dan klasifikasi resiko. Resiko dapat mendatangkan keuntungan apabila resiko itu sendiri harus dimanage secara benar agar resiko tidak menimpa bisnis peternakan. Oleh karena itu perlu dipelajari tentang bagaimana mengatasi resiko dalam bisnis peternakan. Di samping itu perlu adanya studi kelayakan bisnis yang membahas tujuan, aspek dan analisis ekonomi. Demikian buku ini ditulis sebagi bahan ajar, mudah - mudahan dapat digunakan dalam mengembangkan dunia bisnis peternakan semoga dapat bermanfaat......"
H123003,"Statistika untuk Ekonomi, Bisnis, & Sosial",PN031,PE026,R123,9.79E+12,Tanggal terbit tidak tersedia,368,https://play.google.com/store/books/details?id=qy0MEAAAQBAJ&source=gbs_api,"Buku Statistika untuk Ekonomi, Bisnis, dan Sosial ini disusun dalam upaya membantu mahasiswa, dosen atau praktisi yang berminat memahami secara lebih dekat ilmu statistika. Buku ini mempelajari tentang: Distribusi Frekuensi, Ukuran Nilai Sentral, Ukuran Dispersi, Korelasi, Regresi Sederhana, Regresi Berganda, Angka Indeks, Probabilitas, Distribusi Teoretis, Uji Hipotesis dan Beberapa Uji Hipotesis Statistika Non-parametrik. Buku ini dilengkapi dengan contoh soal yang mempermudah Anda dalam mempelajari materi dalam buku ini. Buku ini juga dilengkapi dengan latihan soal yang bisa mengasah kemampuan statistik anda dalam bidang bisnis, ekonomi dan sosial."
H123004,Ekonomi Bisnis untuk SMK/MAK Kelas X,PN032,PE027,R123,9.79E+12,11/26/2020,256,https://play.google.com/store/books/details?id=P28LEAAAQBAJ&source=gbs_api,"Buku Ã’Ekonomi BisnisÃ“ untuk SMK/MAK Kelas X ini disusun berdasarkan Kurikulum 2013 KI & KD Spektrum 2017. Penerapan kurikulum 2013 mengacu pada paradigma belajar kurikulum abad 21, menyebabkan terjadinya perubahan, yakni dari pengajaran (teaching) menjadi belajar (learning), dari pembelajaran yang berpusat kepada guru (teachers centered) menjadi pembelajaran yang berpusat kepada peserta didik (students centered). Buku ini disajikan sedemikian sehingga mudah dipahami dan diterapkan pada program keahlian. Buku ini dilengkapi dengan tur- tur berikut. 1. Kegiatan Pembelajaran, berisi materi-materi pembelajaran yang disusun sesuai dengan kompetensi inti dan kompetensi dasar. 2. Rangkuman, berisi pokok-pokok materi dan pengertian istilah-istilah penting yang dibahas dalam kegiatan pembelajaran. 3. Tugas Mandiri, berisi latihan dan kegiatan yang harus dikerjakan peserta didik secara mandiri. 4. Tugas Kelompok, berisi latihan dan kegiatan yang harus dikerjakan peserta didik secara kelompok. 5. Uji Kompetensi, berisi soal-soal untuk mengasah kemampuan peserta didik terhadap materi yang dipelajari. 6. Uji Kompetensi Semester 1 dan 2, berisi soal-soal pilihan ganda untuk mengukur pengetahuan peserta didik per semester"
H123005,Aspek Hukum Ekonomi & Bisnis,PN033,PE027,R123,9.79E+12,1/1/2018,368,https://play.google.com/store/books/details?id=xd2VDwAAQBAJ&source=gbs_api,"Bisnis, ekonomi dan hukum adalah area-area problematis yang saling bertumpang tindih. dari irisan itulah kemudian mucul terma-terma analog hukum, seperti hukum bisnis dan hukum ekonomi. buku ini memaparkan problematika tentang irisan-irisan ini yang ditulis dengan bahasa lugas dan sederhana sehingga mudah dicerna, bahkan untuk penstudi pemula yang baru belajar hukum atau mahasiswa non hukum yang ingin tahu lebih jauh tentang apa itu hukum beraspek ekonomi dan bisnis atau sebaliknya Buku persembahan penerbit Prenada Media"
H123006,Metode Penelitian Ekonomi dan Bisnis,PN034,PE028,R123,9.79E+12,1/4/2021,158,https://play.google.com/store/books/details?id=LIYwEAAAQBAJ&source=gbs_api,Deskripsi tidak tersedia
H123007,Business English,PN035,PE029,R123,9.79E+12,3/26/2022,106,https://play.google.com/store/books/details?id=SSxmEAAAQBAJ&source=gbs_api,"Buku ini ditujukan sebagai buku pegangan bagi mahasiswa Fakultas Ekonomi, baik untuk jurusan Akuntansi, Manajemen, Ilmu Ekonomi dan Studi Pembangunan, serta Fakultas lain yang berhubungan dengan ekonomi bisnis. Adapun isinya merupakan kumpulan bacaan dan latihan-latihan yang berkenaan dengan ekonomi bisnis. Setiap pelajaran terdiri dari bacaan, dan sebagai latihan dapat diterjemahkan, dengan demikian menambah pengetahuan dalam kosa kata. Bacaan tersebut dapat pula didiskusikan dan dipahami untuk menambah wawasan mengenai ekonomi bisnis. Bacaanâ€“bacaan dari buku ini diambil dari beberapa text book serta beberapa sumber lainnya yang masih ada hubungannya dengan ekonomi bisnis"
H123008,BUNGA RAMPAI EKONOMI DAN BISNIS,PN036,PE030,R123,9.79E+12,2/10/2021,484,https://play.google.com/store/books/details?id=rYwgEAAAQBAJ&source=gbs_api,"Diterbitkannya buku kumpulan karangan para dosen sangat penting untuk memperkaya mutu perkuliahan dan syukur apabila mampu mengkritisi serta memberikan alternatif solusi berbagai persoalan aktual ekonomi dan bisnis di Indonesia khususnya di era pandemi Covid-19. Saya berharap bahwa di era pandemi Covid-19 tatkala para dosen lebih banyak berada di rumah karena proses belajarmengajar dilakukan secara virtual (daring), para dosen lebih kreatif dan inovatif menerbitkan karya-karya ilmiahnya. Dengan demikian, mempublikasikan karyakarya ilmiah bagi para dosen sesungguhnya merupakan sebuah keharusan, bukan semata-mata karena memperingati dies natalis. Saya juga berharap agar apa yang dilakukan oleh FEB UWG untuk menerbitkan buku kumpulan karya dosen dapat diikuti oleh para dosen di fakultas-fakultas yang lain"
H123009,MANAJEMEN EKONOMI BISNIS,PN037,PE031,R123,9.79E+12,11/1/2023,269,https://play.google.com/store/books/details?id=U1LhEAAAQBAJ&source=gbs_api,"Buku dengan judul Manajemen Ekonomi Bisnis dapat selesai disusun dan berhasil diterbitkan. Kehadiran Buku Manajemen Ekonomi Bisnis ini disusun oleh para akademisi dan praktisi dalam bentuk buku kolaborasi. Walaupun jauh dari kesempurnaan, tetapi kami mengharapkan buku ini dapat dijadikan referensi atau bacaan serta rujukan bagi akademisi ataupun para profesional mengenal Ilmu Manajemen. Sistematika penulisan buku ini diuraikan dalam lima belas bab yang memuat tentang pengantar manajemen ekonomi bisnis, prinsip-prinsip ekonomi dalam bisnis, analisa pasar dan persaingan, peran biaya dalam pengambilan keputusan bisnis, pengambilan keputusan investasi, pengambilan keputusan pembiayaan, manajemen likuiditas dan arus kas, analisis risiko bisnis, pengambilan keputusan dalam kondisi ketidakpastian, analisis makroekonomi dalam pengambilan keputusan bisnis, strategi bisnis dan analisis industri, faktor yang mempengaruhi ekonomi bisnis, etika dalam manajemen ekonomi bisnis, globalisasi dan bisnis internasional, manajemen dan bisnis berkelanjutan."
